meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
74,Fire Emblem Warriors,Switch,"Oct 20, 2017",7.9,/game/switch/fire-emblem-warriors,T,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
72,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,3DS,"Oct 6, 2017",6.7,/game/3ds/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,E10+,['Level 5'],"['Puzzle', 'General']"
81,Mario & Luigi: Superstar Saga + Bowser's Minions,3DS,"Oct 6, 2017",8.2,/game/3ds/mario-luigi-superstar-saga-+-bowsers-minions,E,['Alphadream Corporation'],"['Role-Playing', 'Japanese-Style']"
73,Yo-kai Watch 2: Psychic Specters,3DS,"Sep 29, 2017",8.2,/game/3ds/yo-kai-watch-2-psychic-specters,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
,Hive Jump,WIIU,"Sep 28, 2017",,/game/wii-u/hive-jump,E10+,['Graphite Lab'],"['Action', 'Platformer', '2D']"
,Monster Hunter Stories: The Legend of Zelda,3DS,"Sep 28, 2017",,/game/3ds/monster-hunter-stories-the-legend-of-zelda,E10+,['Capcom'],"['Role-Playing', 'Action RPG', 'Japanese-Style']"
,Arcade Archives: Mario Bros.,Switch,"Sep 27, 2017",7.0,/game/switch/arcade-archives-mario-bros,E,['Nintendo'],"['Action', 'Platformer', '2D']"
75,Dragon Ball: Xenoverse 2,Switch,"Sep 22, 2017",7.6,/game/switch/dragon-ball-xenoverse-2,T,['Dimps Corporation'],"['Action', 'Fighting', '3D']"
79,Pokken Tournament DX,Switch,"Sep 22, 2017",7.6,/game/switch/pokken-tournament-dx,E10+,['Bandai Namco Games'],"['Action', 'Fighting', '3D']"
85,Metroid: Samus Returns,3DS,"Sep 15, 2017",8.8,/game/3ds/metroid-samus-returns,E10+,['Mercury Steam'],"['Action Adventure', 'Open-World']"
,ARMS: Lola Pop,Switch,"Sep 13, 2017",,/game/switch/arms-lola-pop,,['Nintendo'],"['Action', 'Fighting', '3D']"
79,Monster Hunter Stories,3DS,"Sep 8, 2017",8.3,/game/3ds/monster-hunter-stories,E10+,['Capcom'],"['Role-Playing', 'Action RPG', 'Japanese-Style']"
70,Sine Mora EX,Switch,"Aug 8, 2017",7.3,/game/switch/sine-mora-ex,M,['Grasshopper Manufacture'],"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']"
69,Hey! Pikmin,3DS,"Jul 28, 2017",6.8,/game/3ds/hey!-pikmin,E10+,"['Nintendo', ' Arzest']","['Action', 'Platformer', '2D']"
67,Miitopia,3DS,"Jul 28, 2017",7.8,/game/3ds/miitopia,E,['Nintendo'],"['Action', 'General']"
83,Splatoon 2,Switch,"Jul 21, 2017",8.5,/game/switch/splatoon-2,E10+,['Nintendo'],"['Action', 'Shooter', 'Third-Person', 'Arcade']"
73,Layton's Mystery Journey: Katrielle and The Millionaire's Conspiracy,iOS,"Jul 20, 2017",7.9,/game/ios/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,,['Level 5'],"['Puzzle', 'General']"
,Miitopia: Casting Call,3DS,"Jul 13, 2017",7.1,/game/3ds/miitopia-casting-call,E,['Nintendo'],"['Miscellaneous', 'Application']"
,ARMS: Max Brass,Switch,"Jul 12, 2017",7.3,/game/switch/arms-max-brass,,['Nintendo'],"['Action', 'Fighting', '3D']"
53,Flip Wars,Switch,"Jul 6, 2017",6.0,/game/switch/flip-wars,T,"['OVER FENCE CO.', 'LTD.', ' Over Fence']","['Puzzle', 'General']"
69,Kirby's Blowout Blast,3DS,"Jul 6, 2017",7.1,/game/3ds/kirbys-blowout-blast,E,"['Nintendo', ' HAL Labs']","['Action', 'General']"
78,The Legend of Zelda: Breath of the Wild - The Master Trials,Switch,"Jun 30, 2017",7.7,/game/switch/the-legend-of-zelda-breath-of-the-wild---the-master-trials,E10+,['Nintendo'],"['Action Adventure', 'Open-World']"
,The Legend of Zelda: Breath of the Wild - The Master Trials,WIIU,"Jun 30, 2017",8.6,/game/wii-u/the-legend-of-zelda-breath-of-the-wild---the-master-trials,E10+,['Nintendo'],"['Action Adventure', 'Open-World']"
76,Ever Oasis,3DS,"Jun 23, 2017",8.1,/game/3ds/ever-oasis,E10+,['GREZZO'],"['Role-Playing', 'Action RPG']"
,Fire Emblem Echoes: Shadows of Valentia - Cipher Legends I,3DS,"Jun 22, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-legends-i,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Cipher Legends II,3DS,"Jun 22, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-legends-ii,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Cipher Companions Pack,3DS,"Jun 22, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-companions-pack,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
77,ARMS,Switch,"Jun 16, 2017",7.1,/game/switch/arms,E10+,['Nintendo'],"['Action', 'Sports', 'Fighting', 'Individual', '3D', 'Combat', 'Boxing / Martial Arts']"
,Fire Emblem Echoes: Shadows of Valentia - Rise of the Deliverance Pack,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---rise-of-the-deliverance-pack,,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Flight from the Ruins,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---flight-from-the-ruins,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Outpost Rescue,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---outpost-rescue,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Battle of Zofia Harbor,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---battle-of-zofia-harbor,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Siege of Zofia Castle,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---siege-of-zofia-castle,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,ARMS: Global Testpunch,Switch,"May 26, 2017",,/game/switch/arms-global-testpunch,,['Nintendo'],"['Action', 'Fighting', '3D']"
,Fire Emblem Echoes: Shadows of Valentia - Undaunted Heroes Pack,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---undaunted-heroes-pack,,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Inner Sanctum,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---inner-sanctum,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Lords of the Grave,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---lords-of-the-grave,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Lost Altars Pack,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---lost-altars-pack,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Wealth Before Health,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---wealth-before-health,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
81,Fire Emblem Echoes: Shadows of Valentia,3DS,"May 19, 2017",8.6,/game/3ds/fire-emblem-echoes-shadows-of-valentia,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Fledging Warriors Pack,3DS,"May 19, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---fledging-warriors-pack,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - The Astral Temple,3DS,"May 19, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---the-astral-temple,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Wretches and Riches,3DS,"May 19, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---wretches-and-riches,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
,Fire Emblem Echoes: Shadows of Valentia - Band of Bandages,3DS,"May 19, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---band-of-bandages,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
92,Mario Kart 8 Deluxe,Switch,"Apr 28, 2017",8.6,/game/switch/mario-kart-8-deluxe,E,['Nintendo'],"['Other', 'Racing', 'Arcade', 'Automobile']"
83,BYE-BYE BOXBOY!,3DS,"Apr 12, 2017",7.9,/game/3ds/bye-bye-boxboy!,E,['HAL Labs'],"['Puzzle', 'Action']"
57,Team Kirby Clash Deluxe,3DS,"Apr 12, 2017",6.6,/game/3ds/team-kirby-clash-deluxe,E,"['Nintendo', ' HAL Labs']","['Action', 'Miscellaneous', 'General', 'Party / Minigame']"
62,Mario Sports Superstars,3DS,"Mar 24, 2017",7.4,/game/3ds/mario-sports-superstars,E,"['Nintendo', ' Camelot Software Planning']","['Sports', 'General']"
,Splatoon 2: Global Testfire,Switch,"Mar 24, 2017",,/game/switch/splatoon-2-global-testfire,,['Nintendo'],"['Action', 'Shooter', 'Third-Person', 'Arcade']"
96,The Legend of Zelda: Breath of the Wild,WIIU,"Mar 3, 2017",8.2,/game/wii-u/the-legend-of-zelda-breath-of-the-wild,E10+,['Nintendo'],"['Fantasy', 'Fantasy', 'Action Adventure', 'Open-World']"
97,The Legend of Zelda: Breath of the Wild,Switch,"Mar 3, 2017",8.7,/game/switch/the-legend-of-zelda-breath-of-the-wild,E10+,['Nintendo'],"['Action Adventure', 'Open-World']"
58,1-2-Switch,Switch,"Mar 3, 2017",4.8,/game/switch/1-2-switch,E10+,['Nintendo'],"['Miscellaneous', 'Party / Minigame']"
80,"Snipperclips - Cut it out, together!",Switch,"Mar 3, 2017",8.2,/game/switch/snipperclips---cut-it-out-together!,E,"['Nintendo', ' SFB Games']","['Puzzle', 'General']"
64,Tank Troopers,3DS,"Feb 16, 2017",5.8,/game/3ds/tank-troopers,E,['Nintendo'],"['Simulation', 'Vehicle', 'Combat']"
77,Poochy & Yoshi's Woolly World,3DS,"Feb 3, 2017",8.0,/game/3ds/poochy-yoshis-woolly-world,E,['Good-Feel'],"['Action', 'Platformer', '2D']"
72,Fire Emblem Heroes,iOS,"Feb 2, 2017",7.3,/game/ios/fire-emblem-heroes,T,"['Nintendo', ' Intelligent Systems']","['Role-Playing', 'Strategy', 'Turn-Based', 'General', 'Tactics']"
85,Dragon Quest VIII: Journey of the Cursed King,3DS,"Jan 20, 2017",8.6,/game/3ds/dragon-quest-viii-journey-of-the-cursed-king,T,['Cygames'],"['Role-Playing', 'Japanese-Style']"
76,Super Mario Run,iOS,"Dec 15, 2016",6.3,/game/ios/super-mario-run,,['Nintendo'],"['Action', 'Platformer', '2D']"
,Excitebots: Trick Racing,WIIU,"Dec 15, 2016",,/game/wii-u/excitebots-trick-racing,,['Nintendo'],"['Racing', 'Arcade', 'Automobile']"
,Animal Crossing: New Leaf - Welcome Amiibo,3DS,"Dec 5, 2016",7.6,/game/3ds/animal-crossing-new-leaf---welcome-amiibo,E,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
73,Super Mario Maker for Nintendo 3DS,3DS,"Dec 2, 2016",6.4,/game/3ds/super-mario-maker-for-nintendo-3ds,E,['Nintendo'],"['Action', 'Platformer', '2D']"
87,Pokemon Sun,3DS,"Nov 18, 2016",7.7,/game/3ds/pokemon-sun,E,['Game Freak'],"['Role-Playing', 'Trainer']"
87,Pokemon Moon,3DS,"Nov 18, 2016",7.7,/game/3ds/pokemon-moon,E,['Game Freak'],"['Role-Playing', 'Trainer']"
,Pokemon Sun and Moon Dual Pack,3DS,"Nov 18, 2016",5.1,/game/3ds/pokemon-sun-and-moon-dual-pack,E,['Game Freak'],"['Role-Playing', 'Trainer']"
,Swapdoodle,3DS,"Nov 17, 2016",,/game/3ds/swapdoodle,E,['Nintendo'],"['Miscellaneous', 'Application']"
68,Mario Party: Star Rush,3DS,"Nov 4, 2016",6.9,/game/3ds/mario-party-star-rush,E,"['Nintendo', ' Nd Cube']","['Miscellaneous', 'Party / Minigame']"
,Hyrule Warriors Legends: A Link Between Worlds Pack,3DS,"Oct 31, 2016",,/game/3ds/hyrule-warriors-legends-a-link-between-worlds-pack,,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
,Pokemon Sun and Pokemon Moon Special Demo Version,3DS,"Oct 18, 2016",5.3,/game/3ds/pokemon-sun-and-pokemon-moon-special-demo-version,,['Game Freak'],"['Role-Playing', 'Trainer']"
73,Disney Magical World 2,3DS,"Oct 14, 2016",5.5,/game/3ds/disney-magical-world-2,E,['Bandai Namco Games'],"['Simulation', 'Virtual', 'Virtual Life']"
76,Paper Mario: Color Splash,WIIU,"Oct 7, 2016",7.1,/game/wii-u/paper-mario-color-splash,E,"['Nintendo', ' Intelligent Systems']","['Role-Playing', 'Japanese-Style']"
72,Yo-kai Watch 2: Bony Spirits,3DS,"Sep 30, 2016",7.8,/game/3ds/yo-kai-watch-2-bony-spirits,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
70,Yo-kai Watch 2: Fleshy Souls,3DS,"Sep 30, 2016",7.7,/game/3ds/yo-kai-watch-2-fleshy-souls,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
81,Dragon Quest VII: Fragments of the Forgotten Past,3DS,"Sep 16, 2016",8.3,/game/3ds/dragon-quest-vii-fragments-of-the-forgotten-past,E10+,['ArtePiazza'],"['Role-Playing', 'Japanese-Style']"
86,Picross 3D: Round 2,3DS,"Sep 1, 2016",7.5,/game/3ds/picross-3d-round-2,E,['HAL Labs'],"['Puzzle', 'Logic']"
,Hyrule Warriors Legends: Phantom Hourglass & Spirit Tracks Pack,3DS,"Sep 1, 2016",,/game/3ds/hyrule-warriors-legends-phantom-hourglass-spirit-tracks-pack,E10+,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
64,Metroid Prime: Federation Force,3DS,"Aug 19, 2016",5.5,/game/3ds/metroid-prime-federation-force,T,"['Next Level Games', ' Nintendo']","['Action', 'Shooter', 'First-Person', 'Arcade']"
78,Style Savvy: Fashion Forward,3DS,"Aug 19, 2016",6.9,/game/3ds/style-savvy-fashion-forward,E,['syn Sophia'],"['Simulation', 'Virtual', 'Career']"
,Metroid Prime: Blast Ball,3DS,"Jul 21, 2016",7.1,/game/3ds/metroid-prime-blast-ball,,['Next Level Games'],"['Action', 'Shooter', 'First-Person', 'Arcade']"
69,Pokemon GO,iOS,"Jul 6, 2016",5.5,/game/ios/pokemon-go,,['Niantic Labs'],"['Role-Playing', 'Trainer']"
,Teddy Together,3DS,"Jul 1, 2016",,/game/3ds/teddy-together,,['Arika'],"['Action', 'General']"
80,BoxBoxBoy!,3DS,"Jun 30, 2016",7.9,/game/3ds/boxboxboy!,E,['HAL Labs'],"['Puzzle', 'Action']"
,Hyrule Warriors Legends: Link's Awakening Pack,3DS,"Jun 30, 2016",,/game/3ds/hyrule-warriors-legends-links-awakening-pack,,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
80,Tokyo Mirage Sessions #FE,WIIU,"Jun 24, 2016",7.9,/game/wii-u/tokyo-mirage-sessions-fe,T,['Atlus'],"['General', 'Fantasy', 'Role-Playing', 'Strategy', 'Turn-Based', 'Japanese-Style', 'General']"
65,Mario & Sonic at the Rio 2016 Olympic Games,WIIU,"Jun 24, 2016",7.9,/game/wii-u/mario-sonic-at-the-rio-2016-olympic-games,E10+,"['Nintendo', ' Sega Sports R&D']","['Sports', 'Individual', 'Athletics']"
,Tokyo Mirage Sessions #FE - EXPedition Hunter,WIIU,"Jun 24, 2016",,/game/wii-u/tokyo-mirage-sessions-fe---expedition-hunter,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
,Tokyo Mirage Sessions #FE - Masterful Hunter,WIIU,"Jun 24, 2016",,/game/wii-u/tokyo-mirage-sessions-fe---masterful-hunter,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
,Tokyo Mirage Sessions #FE - Savage Hunter,WIIU,"Jun 24, 2016",,/game/wii-u/tokyo-mirage-sessions-fe---savage-hunter,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
,Tokyo Mirage Sessions #FE - Tokyo Millennium Collection,WIIU,"Jun 24, 2016",,/game/wii-u/tokyo-mirage-sessions-fe---tokyo-millennium-collection,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
83,Rhythm Heaven Megamix,3DS,"Jun 15, 2016",8.1,/game/3ds/rhythm-heaven-megamix,E,['Nintendo'],"['Action', 'Rhythm', 'Music']"
81,Kirby: Planet Robobot,3DS,"Jun 10, 2016",8.5,/game/3ds/kirby-planet-robobot,E,['HAL Labs'],"['Action', 'Platformer', '2D']"
,Team Kirby Clash,3DS,"Jun 10, 2016",6.4,/game/3ds/team-kirby-clash,E,['HAL Labs'],"['Action', 'Fighting', '2D']"
,Hyrule Warriors Legends: Master Wind Waker Pack,3DS,"May 19, 2016",,/game/3ds/hyrule-warriors-legends-master-wind-waker-pack,,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
72,Disney Art Academy,3DS,"May 13, 2016",7.1,/game/3ds/disney-art-academy,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Application']"
83,Pocket Card Jockey,3DS,"May 5, 2016",8.0,/game/3ds/pocket-card-jockey,E10+,['Game Freak'],"['Miscellaneous', 'Board / Card Game']"
69,Star Fox Zero,WIIU,"Apr 22, 2016",7.4,/game/wii-u/star-fox-zero,E10+,['PlatinumGames'],"['Action', 'Third-Person', 'Shooter', 'Modern', 'Rail', 'Simulation', 'Space', 'Combat']"
74,Star Fox Guard,WIIU,"Apr 22, 2016",7.3,/game/wii-u/star-fox-guard,E10+,"['Nintendo', ' PlatinumGames']","['Action', 'First-Person', 'Sci-Fi', 'Shooter', 'Strategy', 'Real-Time', 'Defense']"
,Star Fox Zero Double Pack,WIIU,"Apr 22, 2016",8.0,/game/wii-u/star-fox-zero-double-pack,E10+,"['Nintendo', ' PlatinumGames']","['Miscellaneous', 'Compilation']"
81,Bravely Second: End Layer,3DS,"Apr 15, 2016",8.2,/game/3ds/bravely-second-end-layer,T,['Silicon Studio'],"['Role-Playing', 'Japanese-Style']"
72,Miitomo,iOS,"Mar 31, 2016",7.0,/game/ios/miitomo,,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
,My Nintendo Picross - The Legend of Zelda: Twilight Princess,3DS,"Mar 30, 2016",7.3,/game/3ds/my-nintendo-picross---the-legend-of-zelda-twilight-princess,E,['Nintendo'],"['Puzzle', 'Logic']"
70,Hyrule Warriors Legends,3DS,"Mar 25, 2016",7.4,/game/3ds/hyrule-warriors-legends,T,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
,Mini-Mario & Friends: amiibo Challenge,WIIU,"Mar 25, 2016",6.9,/game/wii-u/mini-mario-friends-amiibo-challenge,E,"['Nintendo', ' Nintendo Software Technology']","['Puzzle', 'Action']"
,Mini-Mario & Friends: amiibo Challenge,3DS,"Mar 25, 2016",6.8,/game/3ds/mini-mario-friends-amiibo-challenge,E,"['Nintendo', ' Nintendo Software Technology']","['Puzzle', 'Action']"
60,Mario & Sonic at the Rio 2016 Olympic Games,3DS,"Mar 18, 2016",6.9,/game/3ds/mario-sonic-at-the-rio-2016-olympic-games,E10+,"['Nintendo', ' Sega Sports R&D']","['Sports', 'Individual', 'Athletics']"
76,Pokken Tournament,WIIU,"Mar 18, 2016",7.3,/game/wii-u/pokken-tournament,E10+,['Bandai Namco Games'],"['Action', 'Fighting', '3D']"
88,Fire Emblem Fates: Revelation,3DS,"Mar 10, 2016",7.4,/game/3ds/fire-emblem-fates-revelation,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
86,The Legend of Zelda: Twilight Princess HD,WIIU,"Mar 4, 2016",8.5,/game/wii-u/the-legend-of-zelda-twilight-princess-hd,T,"['Tantalus', ' Tantatus', ' Nintendo']","['Action Adventure', 'General', 'Open-World']"
87,Fire Emblem Fates: Conquest,3DS,"Feb 19, 2016",8.1,/game/3ds/fire-emblem-fates-conquest,T,['Intelligent Systems'],"['Fantasy', 'Strategy', 'Turn-Based', 'Tactics']"
86,Fire Emblem Fates: Birthright,3DS,"Feb 19, 2016",8.2,/game/3ds/fire-emblem-fates-birthright,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
88,Fire Emblem Fates: Special Edition,3DS,"Feb 19, 2016",8.1,/game/3ds/fire-emblem-fates-special-edition,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
76,Mario & Luigi: Paper Jam,3DS,"Jan 22, 2016",7.4,/game/3ds/mario-luigi-paper-jam,E,"['Nintendo', ' Alphadream Corporation']","['Role-Playing', 'Japanese-Style']"
84,Xenoblade Chronicles X,WIIU,"Dec 4, 2015",9.1,/game/wii-u/xenoblade-chronicles-x,T,['Monolith Soft'],"['Action RPG', 'Role-Playing', 'Action RPG']"
75,Pokemon Picross,3DS,"Dec 3, 2015",7.5,/game/3ds/pokemon-picross,E,"['Nintendo', ' Jupiter Corporation']","['Miscellaneous', 'General', 'Puzzle', 'Logic']"
69,Pokemon Super Mystery Dungeon,3DS,"Nov 20, 2015",8.3,/game/3ds/pokemon-super-mystery-dungeon,E,"['Spike Chunsoft Co. Ltd.', ' Spike Chunsoft']","['Role-Playing', 'Roguelike']"
58,Mario Tennis: Ultra Smash,WIIU,"Nov 20, 2015",5.2,/game/wii-u/mario-tennis-ultra-smash,E,"['Nintendo', ' Camelot Software Planning']","['Sports', 'Individual', 'Tennis']"
46,Animal Crossing: amiibo Festival,WIIU,"Nov 13, 2015",4.1,/game/wii-u/animal-crossing-amiibo-festival,E,"['Nintendo', ' Nd Cube']","['Miscellaneous', 'Board / Card Game']"
56,Nintendo Badge Arcade,3DS,"Nov 10, 2015",4.3,/game/3ds/nintendo-badge-arcade,E,['Nintendo'],"['Miscellaneous', 'General']"
76,Yo-kai Watch,3DS,"Nov 6, 2015",8.0,/game/3ds/yo-kai-watch,E10+,['Level 5'],"['Japanese-Style', 'Role-Playing', 'Trainer']"
73,The Legend of Zelda: Tri Force Heroes,3DS,"Oct 23, 2015",7.5,/game/3ds/the-legend-of-zelda-tri-force-heroes,E,['Nintendo'],"['Action Adventure', 'Open-World']"
67,Fatal Frame: Maiden of Black Water,WIIU,"Oct 22, 2015",7.8,/game/wii-u/fatal-frame-maiden-of-black-water,M,['Koei Tecmo Games'],"['Action', 'General', 'Horror', 'Action Adventure', 'Survival']"
78,Yoshi's Woolly World,WIIU,"Oct 16, 2015",8.5,/game/wii-u/yoshis-woolly-world,E,['Good-Feel'],"['Action Adventure', 'Platformer', '2D', 'Fantasy', 'Action', 'Platformer', '2D']"
59,Chibi-Robo! Zip Lash,3DS,"Oct 9, 2015",5.7,/game/3ds/chibi-robo!-zip-lash,E,"['Nintendo', ' Skip Ltd.']","['Action', 'Platformer', '2D']"
66,Animal Crossing: Happy Home Designer,3DS,"Sep 25, 2015",6.9,/game/3ds/animal-crossing-happy-home-designer,E,['Nintendo'],"['Simulation', 'Virtual', 'Career']"
88,Super Mario Maker,WIIU,"Sep 11, 2015",8.7,/game/wii-u/super-mario-maker,E,['Nintendo'],"['Action', 'Platformer', '2D']"
62,Pokemon Shuffle Mobile,iOS,"Aug 31, 2015",6.4,/game/ios/pokemon-shuffle-mobile,,['Genius Sonority Inc.'],"['Puzzle', 'Matching']"
43,Devil's Third,WIIU,"Aug 28, 2015",6.7,/game/wii-u/devils-third,M,['Valhalla Game Studios'],"['Action Adventure', 'General', 'Modern', 'Action', 'Shooter', 'Third-Person', 'Arcade']"
73,LBX: Little Battlers eXperience,3DS,"Aug 21, 2015",7.4,/game/3ds/lbx-little-battlers-experience,E10+,['Level 5'],"['Action', 'Role-Playing', 'General', 'Action RPG']"
82,Art Academy: Home Studio,WIIU,"Jun 25, 2015",7.9,/game/wii-u/art-academy-home-studio,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment']"
,Earthbound Beginnings,WIIU,"Jun 14, 2015",8.4,/game/wii-u/earthbound-beginnings,,['Pax Softonica'],"['Role-Playing', 'Japanese-Style']"
,Smash Controller,3DS,"Jun 14, 2015",,/game/3ds/smash-controller,,['Nintendo'],"['Miscellaneous', 'Application']"
69,Dr. Mario: Miracle Cure,3DS,"Jun 11, 2015",6.8,/game/3ds/dr-mario-miracle-cure,E,['Nintendo'],"['Puzzle', 'Stacking']"
81,Splatoon,WIIU,"May 29, 2015",8.7,/game/wii-u/splatoon,E10+,['Nintendo'],"['Fantasy', 'Action', 'Shooter', 'Third-Person', 'Arcade']"
73,Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,3DS,"May 22, 2015",7.6,/game/3ds/puzzle-dragons-z-+-puzzle-dragons-super-mario-bros-edition,E,['GungHo'],"['Miscellaneous', 'Compilation']"
83,Stretchmo,3DS,"May 14, 2015",7.9,/game/3ds/stretchmo,E,['Intelligent Systems'],"['Puzzle', 'Action']"
,amiibo Tap: Nintendo's Greatest Bits,WIIU,"Apr 30, 2015",7.6,/game/wii-u/amiibo-tap-nintendos-greatest-bits,E,['Nintendo'],"['Miscellaneous', 'Application']"
,Super Smash Bros. for Nintendo 3DS / Wii U: Mewtwo,3DS,"Apr 28, 2015",,/game/3ds/super-smash-bros-for-nintendo-3ds-wii-u-mewtwo,,['Bandai Namco Games'],"['Action', 'Fighting', '2D']"
,Super Smash Bros. for Nintendo 3DS / Wii U: Mewtwo,WIIU,"Apr 28, 2015",,/game/wii-u/super-smash-bros-for-nintendo-3ds-wii-u-mewtwo,,['Bandai Namco Games'],"['Action', 'Fighting', '2D']"
90,Mario Kart 8 DLC Pack 2,WIIU,"Apr 23, 2015",8.9,/game/wii-u/mario-kart-8-dlc-pack-2,E,['Nintendo'],"['Driving', 'Kart', 'Racing', 'Arcade', 'Automobile']"
86,Xenoblade Chronicles 3D,3DS,"Apr 10, 2015",8.8,/game/3ds/xenoblade-chronicles-3d,T,['Monster Games Inc.'],"['Role-Playing', 'Action RPG']"
58,Pokemon Rumble World,3DS,"Apr 8, 2015",6.1,/game/3ds/pokemon-rumble-world,E10+,"['Ambrella', ' The Pokemon Company']","['Action', 'General', ""Beat-'Em-Up"", '3D']"
80,BOXBOY!,3DS,"Apr 2, 2015",8.1,/game/3ds/boxboy!,E,['HAL Labs'],"['Puzzle', 'Action']"
66,Mario Party 10,WIIU,"Mar 20, 2015",6.4,/game/wii-u/mario-party-10,E,"['Nintendo', ' Nd Cube']","['Party', 'Miscellaneous', 'Party / Minigame']"
57,Fossil Fighters: Frontier,3DS,"Mar 20, 2015",5.1,/game/3ds/fossil-fighters-frontier,E10+,"['RED Entertainment', ' Spike Chunsoft']","['Role-Playing', 'General', 'Trainer']"
69,Code Name: S.T.E.A.M.,3DS,"Mar 13, 2015",7.8,/game/3ds/code-name-steam,,,
